TACC:  Starting up job 10024616 
TACC:  Starting parallel tasks... 
0 Pubmed_feat_L1.txt 0.00231471 0.00229081 2.3897e-05
1 Pubmed_feat_L1.txt 0.00152892 0.00149696 3.1951e-05
2 Pubmed_feat_L1.txt 0.00249758 0.00246707 3.0507e-05
3 Pubmed_feat_L1.txt 0.00138453 0.00135735 2.7186e-05
4 Pubmed_feat_L1.txt 0.00243928 0.00240733 3.1953e-05
5 Pubmed_feat_L1.txt 0.001409 0.00137624 3.2756e-05
6 Pubmed_feat_L1.txt 0.00242956 0.00239493 3.4636e-05
7 Pubmed_feat_L1.txt 0.00141637 0.00138351 3.2862e-05
8 Pubmed_feat_L1.txt 0.00241631 0.00238323 3.308e-05
9 Pubmed_feat_L1.txt 0.00148613 0.00145763 2.8499e-05
10 Pubmed_feat_L1.txt 0.00239276 0.00235615 3.6609e-05
11 Pubmed_feat_L1.txt 0.00137638 0.00134677 2.9611e-05
12 Pubmed_feat_L1.txt 0.00248221 0.00244972 3.2494e-05
13 Pubmed_feat_L1.txt 0.00144784 0.00141814 2.9699e-05
14 Pubmed_feat_L1.txt 0.00245224 0.00242355 2.8691e-05
15 Pubmed_feat_L1.txt 0.00137949 0.00134548 3.4009e-05
16 Pubmed_feat_L1.txt 0.0021065 0.00207601 3.0499e-05
17 Pubmed_feat_L1.txt 0.00140842 0.00137566 3.276e-05
18 Pubmed_feat_L1.txt 0.00208969 0.00205858 3.1108e-05
19 Pubmed_feat_L1.txt 0.00141608 0.00138844 2.7641e-05
20 Pubmed_feat_L1.txt 0.00217552 0.00214386 3.1653e-05
21 Pubmed_feat_L1.txt 0.00149126 0.00145223 3.903e-05
22 Pubmed_feat_L1.txt 0.00227611 0.002244 3.2109e-05
23 Pubmed_feat_L1.txt 0.00152176 0.00148619 3.5566e-05
24 Pubmed_feat_L1.txt 0.00205028 0.00202201 2.8272e-05
25 Pubmed_feat_L1.txt 0.00143827 0.00141465 2.3622e-05
26 Pubmed_feat_L1.txt 0.00224645 0.00221855 2.7891e-05
27 Pubmed_feat_L1.txt 0.00136408 0.00132902 3.5061e-05
28 Pubmed_feat_L1.txt 0.00234651 0.00231657 2.9941e-05
29 Pubmed_feat_L1.txt 0.00145759 0.00141729 4.0304e-05
30 Pubmed_feat_L1.txt 0.00253776 0.0025112 2.6557e-05
31 Pubmed_feat_L1.txt 0.00139699 0.00136156 3.5425e-05
32 Pubmed_feat_L1.txt 0.00212018 0.00209302 2.716e-05
33 Pubmed_feat_L1.txt 0.00141429 0.00138514 2.9157e-05
34 Pubmed_feat_L1.txt 0.00225851 0.00222836 3.0154e-05
35 Pubmed_feat_L1.txt 0.00141198 0.0013833 2.8683e-05
36 Pubmed_feat_L1.txt 0.00224607 0.00221965 2.6422e-05
37 Pubmed_feat_L1.txt 0.00153902 0.00151262 2.6396e-05
38 Pubmed_feat_L1.txt 0.00215361 0.0021272 2.6409e-05
39 Pubmed_feat_L1.txt 0.00146903 0.00143528 3.3754e-05
40 Pubmed_feat_L1.txt 0.00235618 0.00232765 2.8534e-05
41 Pubmed_feat_L1.txt 0.00139684 0.00136622 3.0627e-05
42 Pubmed_feat_L1.txt 0.00219246 0.00216623 2.6231e-05
43 Pubmed_feat_L1.txt 0.00144423 0.00142124 2.2986e-05
44 Pubmed_feat_L1.txt 0.00228388 0.00225626 2.7616e-05
45 Pubmed_feat_L1.txt 0.00136664 0.00132969 3.6948e-05
46 Pubmed_feat_L1.txt 0.00224023 0.00220786 3.2366e-05
47 Pubmed_feat_L1.txt 0.00146772 0.00143188 3.5846e-05
48 Pubmed_feat_L1.txt 0.00219668 0.00216745 2.9228e-05
49 Pubmed_feat_L1.txt 0.00142155 0.00138956 3.1989e-05
50 Pubmed_feat_L1.txt 0.00232467 0.00229168 3.2985e-05
51 Pubmed_feat_L1.txt 0.00141939 0.00138796 3.1427e-05
52 Pubmed_feat_L1.txt 0.00226905 0.00223699 3.2058e-05
53 Pubmed_feat_L1.txt 0.00140956 0.00138533 2.4226e-05
54 Pubmed_feat_L1.txt 0.00227372 0.00224102 3.2696e-05
55 Pubmed_feat_L1.txt 0.00144163 0.00141578 2.5853e-05
56 Pubmed_feat_L1.txt 0.00217418 0.00214576 2.8426e-05
57 Pubmed_feat_L1.txt 0.00138778 0.00136077 2.7009e-05
58 Pubmed_feat_L1.txt 0.00233031 0.00230375 2.6565e-05
59 Pubmed_feat_L1.txt 0.00133125 0.00129884 3.2403e-05
60 Pubmed_feat_L1.txt 0.00245976 0.00242925 3.0516e-05
61 Pubmed_feat_L1.txt 0.00141714 0.00138313 3.4014e-05
62 Pubmed_feat_L1.txt 0.00230461 0.00227465 2.9954e-05
63 Pubmed_feat_L1.txt 0.00144503 0.00140821 3.6822e-05
64 Pubmed_feat_L1.txt 0.002425 0.00239024 3.476e-05
65 Pubmed_feat_L1.txt 0.00142236 0.00138899 3.3375e-05
66 Pubmed_feat_L1.txt 0.00254191 0.00251687 2.5033e-05
67 Pubmed_feat_L1.txt 0.00144538 0.00141805 2.7329e-05
68 Pubmed_feat_L1.txt 0.00252643 0.0024983 2.8127e-05
69 Pubmed_feat_L1.txt 0.00140128 0.00137314 2.8143e-05
70 Pubmed_feat_L1.txt 0.00241883 0.00238887 2.9959e-05
71 Pubmed_feat_L1.txt 0.00142049 0.00139481 2.5673e-05
72 Pubmed_feat_L1.txt 0.00252995 0.00250122 2.8731e-05
73 Pubmed_feat_L1.txt 0.00144718 0.00141902 2.8163e-05
74 Pubmed_feat_L1.txt 0.00246848 0.00243211 3.6372e-05
75 Pubmed_feat_L1.txt 0.0015152 0.00148857 2.663e-05
76 Pubmed_feat_L1.txt 0.00255205 0.00252207 2.9983e-05
77 Pubmed_feat_L1.txt 0.00140623 0.00137544 3.0784e-05
78 Pubmed_feat_L1.txt 0.00250706 0.00247696 3.0106e-05
79 Pubmed_feat_L1.txt 0.001426 0.00139695 2.9058e-05
80 Pubmed_feat_L1.txt 0.00216415 0.00213252 3.1627e-05
81 Pubmed_feat_L1.txt 0.00138678 0.0013538 3.2986e-05
82 Pubmed_feat_L1.txt 0.00215312 0.00211987 3.3249e-05
83 Pubmed_feat_L1.txt 0.00143973 0.00141331 2.6428e-05
84 Pubmed_feat_L1.txt 0.00208914 0.00206272 2.6429e-05
85 Pubmed_feat_L1.txt 0.00141546 0.00138559 2.9862e-05
86 Pubmed_feat_L1.txt 0.00231216 0.00228562 2.6544e-05
87 Pubmed_feat_L1.txt 0.00140482 0.00137354 3.1284e-05
88 Pubmed_feat_L1.txt 0.00197703 0.00195056 2.647e-05
89 Pubmed_feat_L1.txt 0.00151157 0.00148562 2.5955e-05
90 Pubmed_feat_L1.txt 0.00216534 0.00213299 3.2349e-05
91 Pubmed_feat_L1.txt 0.00141775 0.0013854 3.2344e-05
92 Pubmed_feat_L1.txt 0.00218445 0.0021549 2.9551e-05
93 Pubmed_feat_L1.txt 0.00140899 0.00137409 3.4893e-05
94 Pubmed_feat_L1.txt 0.00245189 0.00242353 2.8363e-05
95 Pubmed_feat_L1.txt 0.00139877 0.00136821 3.0561e-05
96 Pubmed_feat_L1.txt 0.00215952 0.00212424 3.5281e-05
97 Pubmed_feat_L1.txt 0.00143548 0.00140059 3.4892e-05
98 Pubmed_feat_L1.txt 0.00218093 0.00215449 2.6436e-05
99 Pubmed_feat_L1.txt 0.00142518 0.00140083 2.4358e-05
100 Pubmed_feat_L1.txt 0.00218155 0.0021537 2.7857e-05
101 Pubmed_feat_L1.txt 0.00141362 0.00137585 3.7767e-05
102 Pubmed_feat_L1.txt 0.00215816 0.00212857 2.9582e-05
103 Pubmed_feat_L1.txt 0.00136693 0.00133902 2.7914e-05
104 Pubmed_feat_L1.txt 0.00222334 0.00219618 2.7165e-05
105 Pubmed_feat_L1.txt 0.00139502 0.00136926 2.5755e-05
106 Pubmed_feat_L1.txt 0.00211124 0.00208452 2.6724e-05
107 Pubmed_feat_L1.txt 0.0013976 0.0013702 2.7395e-05
108 Pubmed_feat_L1.txt 0.00221741 0.0021897 2.7711e-05
109 Pubmed_feat_L1.txt 0.00134023 0.00130256 3.7668e-05
110 Pubmed_feat_L1.txt 0.00220505 0.00216628 3.8773e-05
111 Pubmed_feat_L1.txt 0.00137588 0.00134464 3.1235e-05
112 Pubmed_feat_L1.txt 0.00222362 0.00219202 3.1597e-05
113 Pubmed_feat_L1.txt 0.0014051 0.00137152 3.3576e-05
114 Pubmed_feat_L1.txt 0.00220783 0.00217754 3.0291e-05
115 Pubmed_feat_L1.txt 0.00142097 0.00137823 4.274e-05
116 Pubmed_feat_L1.txt 0.00205895 0.00202603 3.2922e-05
117 Pubmed_feat_L1.txt 0.00139162 0.00136291 2.8711e-05
118 Pubmed_feat_L1.txt 0.00228895 0.00225725 3.1706e-05
119 Pubmed_feat_L1.txt 0.00139873 0.00136643 3.2307e-05
120 Pubmed_feat_L1.txt 0.00206833 0.00203447 3.3857e-05
121 Pubmed_feat_L1.txt 0.00130014 0.00127057 2.9572e-05
122 Pubmed_feat_L1.txt 0.00224513 0.0022148 3.0326e-05
123 Pubmed_feat_L1.txt 0.00130834 0.00127771 3.0626e-05
124 Pubmed_feat_L1.txt 0.00228769 0.00226222 2.5466e-05
125 Pubmed_feat_L1.txt 0.00144663 0.00141794 2.8697e-05
126 Pubmed_feat_L1.txt 0.00229317 0.00226575 2.7421e-05
127 Pubmed_feat_L1.txt 0.00138134 0.00135012 3.1221e-05
128 Pubmed_feat_L1.txt 0.00243446 0.00240287 3.1597e-05
129 Pubmed_feat_L1.txt 0.00144107 0.00140413 3.6941e-05
130 Pubmed_feat_L1.txt 0.00243316 0.00239116 4.1996e-05
131 Pubmed_feat_L1.txt 0.00149758 0.00145549 4.2091e-05
132 Pubmed_feat_L1.txt 0.00236089 0.00232057 4.032e-05
133 Pubmed_feat_L1.txt 0.0014196 0.00138246 3.7141e-05
134 Pubmed_feat_L1.txt 0.00227238 0.0022339 3.8484e-05
135 Pubmed_feat_L1.txt 0.00141677 0.0013829 3.3864e-05
136 Pubmed_feat_L1.txt 0.00248957 0.00245474 3.4828e-05
137 Pubmed_feat_L1.txt 0.00145585 0.00142308 3.2772e-05
138 Pubmed_feat_L1.txt 0.00237376 0.00234235 3.1409e-05
139 Pubmed_feat_L1.txt 0.00142358 0.00138547 3.8112e-05
140 Pubmed_feat_L1.txt 0.00244627 0.00241951 2.6757e-05
141 Pubmed_feat_L1.txt 0.0014014 0.00137094 3.0459e-05
142 Pubmed_feat_L1.txt 0.00244929 0.00241827 3.1024e-05
143 Pubmed_feat_L1.txt 0.00141663 0.00138315 3.3481e-05
144 Pubmed_feat_L1.txt 0.00222285 0.0021859 3.6954e-05
145 Pubmed_feat_L1.txt 0.00150244 0.00146552 3.6915e-05
146 Pubmed_feat_L1.txt 0.00214944 0.00211413 3.5313e-05
147 Pubmed_feat_L1.txt 0.00144687 0.00141443 3.2446e-05
148 Pubmed_feat_L1.txt 0.00211774 0.00208921 2.8529e-05
149 Pubmed_feat_L1.txt 0.00145471 0.00142621 2.8491e-05
150 Pubmed_feat_L1.txt 0.00223994 0.00221257 2.7371e-05
151 Pubmed_feat_L1.txt 0.00142503 0.00139549 2.9547e-05
152 Pubmed_feat_L1.txt 0.00193166 0.00189778 3.3877e-05
153 Pubmed_feat_L1.txt 0.00143501 0.00140697 2.8042e-05
154 Pubmed_feat_L1.txt 0.00216617 0.00213508 3.1087e-05
155 Pubmed_feat_L1.txt 0.00141387 0.0013821 3.1771e-05
156 Pubmed_feat_L1.txt 0.00226617 0.00223531 3.0867e-05
157 Pubmed_feat_L1.txt 0.00147741 0.00144803 2.9375e-05
158 Pubmed_feat_L1.txt 0.00253015 0.00249848 3.1668e-05
159 Pubmed_feat_L1.txt 0.00139343 0.00136492 2.8509e-05
160 Pubmed_feat_L1.txt 0.00214482 0.00211337 3.1445e-05
161 Pubmed_feat_L1.txt 0.00147962 0.0014482 3.1424e-05
162 Pubmed_feat_L1.txt 0.00214534 0.00211878 2.6561e-05
163 Pubmed_feat_L1.txt 0.00146709 0.00144135 2.5738e-05
164 Pubmed_feat_L1.txt 0.00217679 0.00214682 2.9974e-05
165 Pubmed_feat_L1.txt 0.0014255 0.00139581 2.969e-05
166 Pubmed_feat_L1.txt 0.00215044 0.00212429 2.6148e-05
167 Pubmed_feat_L1.txt 0.0014385 0.00140883 2.9664e-05
168 Pubmed_feat_L1.txt 0.00221872 0.0021871 3.1624e-05
169 Pubmed_feat_L1.txt 0.00157365 0.00154766 2.5985e-05
170 Pubmed_feat_L1.txt 0.0021815 0.00215354 2.7968e-05
171 Pubmed_feat_L1.txt 0.00150561 0.00147375 3.186e-05
172 Pubmed_feat_L1.txt 0.00225474 0.00222357 3.1172e-05
173 Pubmed_feat_L1.txt 0.00145137 0.00141969 3.168e-05
174 Pubmed_feat_L1.txt 0.00218285 0.0021539 2.8951e-05
175 Pubmed_feat_L1.txt 0.00145656 0.00142568 3.0875e-05
176 Pubmed_feat_L1.txt 0.00207739 0.00204661 3.0787e-05
177 Pubmed_feat_L1.txt 0.00154257 0.00151702 2.5545e-05
178 Pubmed_feat_L1.txt 0.00231569 0.00228507 3.0626e-05
179 Pubmed_feat_L1.txt 0.0015827 0.00155798 2.4725e-05
180 Pubmed_feat_L1.txt 0.00207087 0.00204514 2.5733e-05
181 Pubmed_feat_L1.txt 0.00141404 0.00138268 3.1359e-05
182 Pubmed_feat_L1.txt 0.00226716 0.00224075 2.641e-05
183 Pubmed_feat_L1.txt 0.00143943 0.00141052 2.8909e-05
184 Pubmed_feat_L1.txt 0.00207394 0.00204562 2.8314e-05
185 Pubmed_feat_L1.txt 0.00144615 0.00141759 2.8562e-05
186 Pubmed_feat_L1.txt 0.00223728 0.00220293 3.4352e-05
187 Pubmed_feat_L1.txt 0.00151197 0.00148512 2.6848e-05
188 Pubmed_feat_L1.txt 0.00231621 0.00228468 3.1531e-05
189 Pubmed_feat_L1.txt 0.00145344 0.0014287 2.4739e-05
190 Pubmed_feat_L1.txt 0.00228091 0.002251 2.9908e-05
191 Pubmed_feat_L1.txt 0.0014394 0.00141097 2.8438e-05
192 Pubmed_feat_L1.txt 0.00224439 0.0022129 3.1492e-05
193 Pubmed_feat_L1.txt 0.00150789 0.00147617 3.1721e-05
194 Pubmed_feat_L1.txt 0.00235438 0.00232101 3.3368e-05
195 Pubmed_feat_L1.txt 0.00142809 0.00139736 3.073e-05
196 Pubmed_feat_L1.txt 0.00244466 0.0024145 3.0162e-05
197 Pubmed_feat_L1.txt 0.00134448 0.00131092 3.3565e-05
198 Pubmed_feat_L1.txt 0.00215682 0.00212127 3.5556e-05
199 Pubmed_feat_L1.txt 0.00142132 0.00138648 3.4838e-05
200 Pubmed_feat_L1.txt 0.0022697 0.0022373 3.2404e-05
201 Pubmed_feat_L1.txt 0.00133095 0.00129888 3.2075e-05
202 Pubmed_feat_L1.txt 0.00241194 0.00238367 2.8272e-05
203 Pubmed_feat_L1.txt 0.00142692 0.00140084 2.6081e-05
204 Pubmed_feat_L1.txt 0.00236316 0.00233463 2.8534e-05
205 Pubmed_feat_L1.txt 0.0013649 0.00133337 3.1527e-05
206 Pubmed_feat_L1.txt 0.00241425 0.00238331 3.0944e-05
207 Pubmed_feat_L1.txt 0.00144598 0.00141331 3.2669e-05
208 Pubmed_feat_L1.txt 0.00195466 0.001921 3.3667e-05
209 Pubmed_feat_L1.txt 0.00148974 0.00145238 3.7363e-05
210 Pubmed_feat_L1.txt 0.00227463 0.00223915 3.5477e-05
211 Pubmed_feat_L1.txt 0.00147585 0.00144073 3.5114e-05
212 Pubmed_feat_L1.txt 0.00202702 0.00199192 3.5093e-05
213 Pubmed_feat_L1.txt 0.00150403 0.00147101 3.3027e-05
214 Pubmed_feat_L1.txt 0.0021299 0.00209421 3.569e-05
215 Pubmed_feat_L1.txt 0.00145858 0.00142614 3.2439e-05
216 Pubmed_feat_L1.txt 0.00187325 0.00184467 2.8578e-05
217 Pubmed_feat_L1.txt 0.0014508 0.00141791 3.289e-05
218 Pubmed_feat_L1.txt 0.0022445 0.00221275 3.1756e-05
219 Pubmed_feat_L1.txt 0.00140377 0.00137014 3.3628e-05
220 Pubmed_feat_L1.txt 0.00211921 0.00208644 3.2776e-05
221 Pubmed_feat_L1.txt 0.00138416 0.00134669 3.7466e-05
222 Pubmed_feat_L1.txt 0.00244752 0.00241491 3.2613e-05
223 Pubmed_feat_L1.txt 0.0013539 0.0013236 3.0301e-05
224 Pubmed_feat_L1.txt 0.00205991 0.00202849 3.1416e-05
225 Pubmed_feat_L1.txt 0.00145311 0.0014197 3.3408e-05
226 Pubmed_feat_L1.txt 0.00222893 0.00219631 3.2617e-05
227 Pubmed_feat_L1.txt 0.00143504 0.00140274 3.2307e-05
228 Pubmed_feat_L1.txt 0.00215249 0.00212155 3.0939e-05
