TACC:  Starting up job 10066093 
TACC:  Starting parallel tasks... 
0 Pubmed_feat_L1.txt 0.000574507 0.000314977 0.00025953
1 Pubmed_feat_L1.txt 0.000540653 0.000303474 0.000237179
2 Pubmed_feat_L1.txt 0.00055017 0.000305784 0.000244386
3 Pubmed_feat_L1.txt 0.000624391 0.000372382 0.000252009
4 Pubmed_feat_L1.txt 0.000558181 0.000307319 0.000250862
5 Pubmed_feat_L1.txt 0.000600029 0.000339739 0.00026029
6 Pubmed_feat_L1.txt 0.000651266 0.000392484 0.000258782
7 Pubmed_feat_L1.txt 0.000574578 0.00032313 0.000251448
8 Pubmed_feat_L1.txt 0.000559911 0.000297147 0.000262764
9 Pubmed_feat_L1.txt 0.00055079 0.000309226 0.000241564
10 Pubmed_feat_L1.txt 0.000599015 0.000309387 0.000289628
11 Pubmed_feat_L1.txt 0.000612615 0.000339799 0.000272816
12 Pubmed_feat_L1.txt 0.000563899 0.000288316 0.000275583
13 Pubmed_feat_L1.txt 0.000596356 0.000319623 0.000276733
14 Pubmed_feat_L1.txt 0.000645967 0.000386792 0.000259175
15 Pubmed_feat_L1.txt 0.000599366 0.000340304 0.000259062
16 Pubmed_feat_L1.txt 0.000562508 0.0003242 0.000238308
17 Pubmed_feat_L1.txt 0.000578929 0.000320543 0.000258386
18 Pubmed_feat_L1.txt 0.000567571 0.000287728 0.000279843
19 Pubmed_feat_L1.txt 0.000614461 0.00031466 0.000299801
20 Pubmed_feat_L1.txt 0.000573552 0.000283929 0.000289623
21 Pubmed_feat_L1.txt 0.000625317 0.000351041 0.000274276
22 Pubmed_feat_L1.txt 0.000683745 0.000404373 0.000279372
23 Pubmed_feat_L1.txt 0.000614908 0.000337903 0.000277005
24 Pubmed_feat_L1.txt 0.000601757 0.000312371 0.000289386
25 Pubmed_feat_L1.txt 0.000595304 0.000301679 0.000293625
26 Pubmed_feat_L1.txt 0.000560616 0.000303468 0.000257148
27 Pubmed_feat_L1.txt 0.000584732 0.000334834 0.000249898
28 Pubmed_feat_L1.txt 0.000549156 0.000302526 0.00024663
29 Pubmed_feat_L1.txt 0.000619609 0.000337439 0.00028217
30 Pubmed_feat_L1.txt 0.000699286 0.00038792 0.000311366
31 Pubmed_feat_L1.txt 0.000598039 0.000318803 0.000279236
32 Pubmed_feat_L1.txt 0.0005572 0.000295778 0.000261422
33 Pubmed_feat_L1.txt 0.000580688 0.000303796 0.000276892
34 Pubmed_feat_L1.txt 0.00058568 0.000300788 0.000284892
35 Pubmed_feat_L1.txt 0.000619552 0.000343233 0.000276319
36 Pubmed_feat_L1.txt 0.000562492 0.000306209 0.000256283
37 Pubmed_feat_L1.txt 0.000591281 0.000336471 0.00025481
