TACC:  Starting up job 10024561 
TACC:  Starting parallel tasks... 
0 Citeseer_feat_L2.txt 0.00227592 0.0022742 1.719e-06
1 Citeseer_feat_L2.txt 0.00132298 0.0013215 1.479e-06
2 Citeseer_feat_L2.txt 0.00226266 0.00226117 1.484e-06
3 Citeseer_feat_L2.txt 0.00122858 0.0012271 1.489e-06
4 Citeseer_feat_L2.txt 0.00221915 0.00221751 1.64e-06
5 Citeseer_feat_L2.txt 0.00133541 0.00133392 1.489e-06
6 Citeseer_feat_L2.txt 0.00241864 0.002417 1.636e-06
7 Citeseer_feat_L2.txt 0.00120466 0.00120314 1.519e-06
8 Citeseer_feat_L2.txt 0.00222558 0.00222401 1.571e-06
9 Citeseer_feat_L2.txt 0.00119173 0.00118994 1.793e-06
10 Citeseer_feat_L2.txt 0.00218353 0.00218199 1.541e-06
11 Citeseer_feat_L2.txt 0.0012075 0.00120595 1.554e-06
12 Citeseer_feat_L2.txt 0.0023088 0.00230714 1.667e-06
13 Citeseer_feat_L2.txt 0.00119629 0.00119441 1.874e-06
14 Citeseer_feat_L2.txt 0.00225624 0.00225475 1.483e-06
15 Citeseer_feat_L2.txt 0.00124228 0.00124079 1.49e-06
16 Citeseer_feat_L2.txt 0.00201704 0.00201555 1.489e-06
17 Citeseer_feat_L2.txt 0.00121161 0.00121007 1.532e-06
18 Citeseer_feat_L2.txt 0.0019693 0.00196765 1.648e-06
19 Citeseer_feat_L2.txt 0.00118982 0.00118814 1.683e-06
20 Citeseer_feat_L2.txt 0.00232496 0.00232346 1.501e-06
21 Citeseer_feat_L2.txt 0.00132219 0.00132078 1.405e-06
22 Citeseer_feat_L2.txt 0.00245916 0.00245762 1.538e-06
23 Citeseer_feat_L2.txt 0.00133906 0.00133757 1.487e-06
24 Citeseer_feat_L2.txt 0.0024024 0.00240079 1.618e-06
25 Citeseer_feat_L2.txt 0.00126095 0.00125911 1.838e-06
26 Citeseer_feat_L2.txt 0.00230238 0.00230087 1.502e-06
27 Citeseer_feat_L2.txt 0.00125988 0.00125824 1.641e-06
28 Citeseer_feat_L2.txt 0.00225325 0.00225158 1.666e-06
29 Citeseer_feat_L2.txt 0.00122748 0.00122582 1.657e-06
30 Citeseer_feat_L2.txt 0.00205522 0.00205369 1.527e-06
31 Citeseer_feat_L2.txt 0.00123706 0.00123527 1.797e-06
32 Citeseer_feat_L2.txt 0.00217305 0.00217152 1.528e-06
33 Citeseer_feat_L2.txt 0.00121416 0.00121269 1.468e-06
34 Citeseer_feat_L2.txt 0.00216751 0.00216596 1.554e-06
35 Citeseer_feat_L2.txt 0.00124251 0.00124081 1.697e-06
36 Citeseer_feat_L2.txt 0.00223018 0.00222864 1.541e-06
37 Citeseer_feat_L2.txt 0.00126297 0.00126135 1.621e-06
38 Citeseer_feat_L2.txt 0.00218865 0.00218698 1.67e-06
39 Citeseer_feat_L2.txt 0.00116716 0.00116563 1.53e-06
40 Citeseer_feat_L2.txt 0.00229304 0.00229143 1.605e-06
41 Citeseer_feat_L2.txt 0.00124898 0.00124746 1.523e-06
42 Citeseer_feat_L2.txt 0.00231832 0.00231659 1.738e-06
43 Citeseer_feat_L2.txt 0.00135273 0.00135121 1.52e-06
44 Citeseer_feat_L2.txt 0.00243718 0.00243551 1.673e-06
45 Citeseer_feat_L2.txt 0.00123052 0.00122886 1.658e-06
46 Citeseer_feat_L2.txt 0.00220515 0.00220348 1.667e-06
47 Citeseer_feat_L2.txt 0.00123162 0.0012301 1.515e-06
48 Citeseer_feat_L2.txt 0.0019846 0.00198291 1.686e-06
49 Citeseer_feat_L2.txt 0.00116699 0.00116534 1.652e-06
50 Citeseer_feat_L2.txt 0.00194772 0.00194605 1.672e-06
51 Citeseer_feat_L2.txt 0.0012418 0.00124009 1.71e-06
